iter	MultiClass
127	1.474063076
128	1.473159677
129	1.472302835
130	1.471452744
131	1.470540519
132	1.469627612
133	1.468709271
134	1.467807883
135	1.466941761
136	1.466026586
137	1.465165284
138	1.464292354
139	1.463397335
140	1.462476838
141	1.461638899
142	1.460756942
143	1.459877204
144	1.459026356
145	1.458137113
146	1.4572809
147	1.456436845
148	1.455592013
149	1.454737503
150	1.453864183
151	1.453020545
152	1.452188095
153	1.451314905
154	1.45053538
155	1.449668371
156	1.448845696
157	1.448005115
158	1.44713829
159	1.446322719
160	1.445478513
161	1.444652911
162	1.44380804
163	1.442927897
164	1.442075706
165	1.441270596
166	1.440450945
167	1.439588378
168	1.438756894
169	1.437912054
170	1.437090556
171	1.436237101
172	1.435394011
173	1.434555068
174	1.433747279
175	1.432933466
176	1.432215388
177	1.431408978
178	1.430639327
179	1.429880595
180	1.429075338
181	1.428250699
182	1.427439434
183	1.426623755
184	1.425834762
185	1.425056424
186	1.424267775
187	1.42344246
188	1.422630607
189	1.421831974
190	1.42101658
191	1.420257168
192	1.419462505
193	1.418699594
194	1.41790733
195	1.417111169
196	1.416306707
197	1.415550458
198	1.414755301
199	1.413965922
200	1.413227106
201	1.412482099
202	1.411716663
203	1.410932773
204	1.410197865
205	1.409477508
206	1.408697428
207	1.407933343
208	1.407157849
209	1.406397747
210	1.405625579
211	1.404851369
212	1.404099855
213	1.403323549
214	1.402603028
215	1.401863776
216	1.401123711
217	1.400405351
218	1.39963835
219	1.398887473
220	1.398145174
221	1.39740656
222	1.396661286
223	1.395953471
224	1.395196321
225	1.394495136
226	1.393730946
227	1.392986627
228	1.392308422
229	1.39156205
230	1.39081897
231	1.390095611
232	1.389353872
233	1.388618525
234	1.387909069
235	1.387263116
236	1.386520202
237	1.385802346
238	1.385088584
239	1.384405967
240	1.383692199
241	1.383012005
242	1.38232238
243	1.381597473
244	1.380869384
245	1.380138553
246	1.379450281
247	1.378754929
248	1.378071404
249	1.377381153
250	1.376686341
251	1.376014161
252	1.375317979
253	1.374621456
254	1.373911076
255	1.373213472
256	1.37251509
257	1.371815695
258	1.371132102
259	1.370425598
260	1.369713366
261	1.369009153
262	1.368324257
263	1.367651532
264	1.366951409
265	1.366286651
266	1.365599902
267	1.364922624
268	1.36423753
269	1.363569414
270	1.362886421
271	1.362201989
272	1.361521212
273	1.360823875
274	1.360143155
275	1.359447967
276	1.358765478
277	1.358092377
278	1.357434877
279	1.356782169
280	1.356136204
281	1.355479255
282	1.354885777
283	1.354234168
284	1.353562205
285	1.352895884
286	1.352248056
287	1.351568938
288	1.350908653
289	1.350252769
290	1.349607842
291	1.34895045
292	1.348314883
293	1.347701992
294	1.347071277
295	1.346413258
296	1.345770654
297	1.345122249
298	1.344489879
299	1.343837391
300	1.343196779
301	1.342571086
302	1.341950299
303	1.341333071
304	1.340694327
305	1.340064746
306	1.339434606
307	1.338816277
308	1.33818158
309	1.337550732
310	1.3369813
311	1.336376009
312	1.335736958
313	1.335094776
314	1.334462295
315	1.333845188
316	1.333237062
317	1.332614167
318	1.331992039
319	1.33137191
320	1.330725237
321	1.330129871
322	1.329489102
323	1.328889885
324	1.328305055
325	1.327681214
326	1.327054835
327	1.326476999
328	1.325851312
329	1.325238931
330	1.324630204
331	1.324015882
332	1.323404624
333	1.322814501
334	1.322199469
335	1.321623334
336	1.321048568
337	1.320431183
338	1.319827471
339	1.319248136
340	1.318656672
341	1.318059672
342	1.317463732
343	1.316877283
344	1.316286751
345	1.315694153
346	1.315130132
347	1.314539088
348	1.313954107
349	1.313358907
350	1.312767206
351	1.31217802
352	1.311600872
353	1.311018475
354	1.310433507
355	1.3098497
356	1.309265756
357	1.308709888
358	1.308116428
359	1.307531161
360	1.306986155
361	1.306434596
362	1.30585918
363	1.305289123
364	1.304716161
365	1.304130978
366	1.303561028
367	1.302988322
368	1.302427985
369	1.301866441
370	1.301276631
371	1.300741239
372	1.300191764
373	1.299632118
374	1.299082994
375	1.298516727
376	1.29796702
377	1.297400623
378	1.296847661
379	1.296307503
380	1.295755381
381	1.295221812
382	1.294692492
383	1.294156055
384	1.293626003
385	1.293069232
386	1.292542577
387	1.292034442
388	1.291478179
389	1.290923929
390	1.29039998
391	1.28985356
392	1.289308673
393	1.288760866
394	1.288229001
395	1.287697935
396	1.287169612
397	1.286660779
398	1.286098357
399	1.285539622
400	1.285028021
401	1.284502002
402	1.283948781
403	1.283417233
404	1.28290168
405	1.282397735
406	1.28186677
407	1.281338001
408	1.280841135
409	1.280317718
410	1.279785378
411	1.279273952
412	1.278769886
413	1.278239657
414	1.277733166
415	1.277233509
416	1.276737626
417	1.276205569
418	1.275675869
419	1.275161456
420	1.274647848
421	1.274126563
422	1.273608864
423	1.273099641
424	1.272626489
425	1.272116878
426	1.271660645
427	1.271159969
428	1.270652971
429	1.270150778
430	1.269643034
431	1.26913684
432	1.268659382
433	1.268189412
434	1.267707831
435	1.267217165
436	1.266708452
437	1.266208125
438	1.265705253
439	1.265194839
440	1.264692261
441	1.264208025
442	1.263712905
443	1.263214323
444	1.262738962
445	1.262253716
446	1.261785016
447	1.261294013
448	1.26080668
449	1.260311126
450	1.259795332
451	1.25931241
452	1.2588156
453	1.258322615
454	1.257843251
455	1.257358336
456	1.256919112
457	1.256439923
458	1.255966521
459	1.255507397
460	1.2550195
461	1.254523058
462	1.25404485
463	1.253571592
464	1.25310521
465	1.252618898
466	1.25214592
467	1.251656801
468	1.251195529
469	1.250737238
470	1.250237575
471	1.249765332
472	1.24929703
473	1.248819075
474	1.248377917
475	1.247900336
476	1.247433223
477	1.246955937
478	1.246484422
479	1.246016082
480	1.245539109
481	1.245041638
482	1.244586172
483	1.244138557
484	1.243668313
485	1.243229005
486	1.24277457
487	1.242294564
488	1.241853493
489	1.241391576
490	1.240934241
491	1.240480016
492	1.240041521
493	1.239606362
494	1.239134002
495	1.238665538
496	1.2382226
497	1.237757071
498	1.237310341
499	1.236846501
500	1.236389278
501	1.235929991
502	1.235457761
503	1.235024475
504	1.234566388
505	1.234133775
506	1.233693359
507	1.233266341
508	1.232844117
509	1.23240615
510	1.231964478
511	1.23153442
512	1.231086177
513	1.230649634
514	1.230204734
515	1.229768855
516	1.229326866
517	1.228885227
518	1.228449726
519	1.228038061
520	1.227600921
521	1.227160305
522	1.22672323
523	1.226299945
524	1.225865956
525	1.225423674
526	1.224996666
527	1.224574499
528	1.22413331
529	1.223701867
530	1.223279465
531	1.222837474
532	1.222405116
533	1.221980452
534	1.221548738
535	1.221135415
536	1.220713008
537	1.220310951
538	1.219874264
539	1.219455697
540	1.219031596
541	1.21860278
542	1.21818002
543	1.217764195
544	1.217357001
545	1.216950585
546	1.216549935
547	1.21613723
548	1.215712093
549	1.215296788
550	1.214875191
551	1.214456608
552	1.214080436
553	1.213676117
554	1.213263088
555	1.212872697
556	1.212451471
557	1.212042521
558	1.211636765
559	1.211230056
560	1.210836237
561	1.21041449
562	1.210024962
563	1.209613019
564	1.20920607
565	1.208794269
566	1.208373174
567	1.207958419
568	1.207555838
569	1.207143086
570	1.206723961
571	1.206332836
572	1.205954624
573	1.205562463
574	1.205185151
575	1.204777865
576	1.204362701
577	1.203954217
578	1.203561258
579	1.203171295
580	1.202766907
581	1.202367777
582	1.201971993
583	1.201581879
584	1.201181473
585	1.200788106
586	1.200420576
587	1.200046047
588	1.199645589
589	1.199257096
590	1.198861163
591	1.19850241
592	1.19810104
593	1.197706133
594	1.197320743
595	1.196946898
596	1.1965715
597	1.19617848
598	1.195776166
599	1.195398045
600	1.195011843
601	1.194648885
602	1.194255493
603	1.193907154
604	1.193507563
605	1.193128433
606	1.192739705
607	1.192361963
608	1.191973473
609	1.191595084
610	1.19120464
611	1.190826761
612	1.190452175
613	1.190082858
614	1.189708477
615	1.189344051
616	1.188968455
617	1.188596121
618	1.188226536
619	1.187832076
620	1.187470575
621	1.187092462
622	1.186730642
623	1.186330682
624	1.185936011
625	1.185556464
626	1.185189297
627	1.184810981
628	1.184445811
629	1.184082146
630	1.183717903
631	1.183337909
632	1.182974791
633	1.182609509
634	1.182246727
635	1.181916423
636	1.181553151
637	1.181187189
638	1.180815146
639	1.180436088
640	1.180068156
641	1.179712745
642	1.179371109
643	1.179021742
644	1.178646
645	1.178284865
646	1.177917821
647	1.177553187
648	1.177188194
649	1.176810953
650	1.176434636
651	1.176090427
652	1.175724538
653	1.17539072
654	1.175014751
655	1.174647933
656	1.174300779
657	1.173964626
658	1.173612583
659	1.173254539
660	1.172921567
661	1.172578019
662	1.1722275
663	1.17188839
664	1.171541425
665	1.171191754
666	1.170836149
667	1.17048681
668	1.170131663
669	1.169785585
670	1.169438648
671	1.169099763
672	1.168765755
673	1.168433491
674	1.168080472
675	1.167747076
676	1.167405269
677	1.167067811
678	1.166738161
679	1.166398283
680	1.166051868
681	1.165716481
682	1.16536905
683	1.165018286
684	1.164663028
685	1.16435792
686	1.164026407
687	1.163687056
688	1.163364057
689	1.163016402
690	1.162680065
691	1.16234845
692	1.162007707
693	1.161668827
694	1.161352234
695	1.161005905
696	1.160671838
697	1.160339106
698	1.160000922
699	1.159674632
700	1.159328867
701	1.158998947
702	1.158658649
703	1.158328378
704	1.157991222
705	1.15766481
706	1.157341238
707	1.157028904
708	1.156680986
709	1.156338084
710	1.156025315
711	1.155690138
712	1.155349201
713	1.155043884
714	1.154730446
715	1.154396912
716	1.154067069
717	1.153738168
718	1.1534205
719	1.153096785
720	1.152772692
721	1.152462395
722	1.152136663
723	1.1518006
724	1.151475224
725	1.151154918
726	1.150839651
727	1.150518451
728	1.150210878
729	1.149890237
730	1.149565716
731	1.149254369
732	1.14892984
733	1.148636295
734	1.148336926
735	1.148024448
736	1.147712487
737	1.147388421
738	1.147077544
739	1.146771831
740	1.146464457
741	1.146153323
742	1.145835188
743	1.145517181
744	1.145201997
745	1.144907462
746	1.144593005
747	1.144276746
748	1.143978601
749	1.143670669
750	1.143349219
751	1.143042285
752	1.142737106
753	1.142442713
754	1.14212206
755	1.141827493
756	1.141520153
757	1.141199532
758	1.140912192
759	1.140603346
760	1.140302768
761	1.140008063
762	1.139719683
763	1.139415174
764	1.139100274
765	1.138811555
766	1.138511031
767	1.138222245
768	1.137932793
769	1.137630991
770	1.137323986
771	1.137036482
772	1.136734943
773	1.136438653
774	1.136142526
775	1.135839961
776	1.135545559
777	1.135265174
778	1.134983749
779	1.134686616
780	1.134394069
781	1.134105141
782	1.13380912
783	1.133523362
784	1.133247583
785	1.132951959
786	1.132646049
787	1.132352838
788	1.132057586
789	1.131782309
790	1.131473871
791	1.131185902
792	1.130897871
793	1.130622108
794	1.130317672
795	1.130029735
796	1.129756832
797	1.129474145
798	1.129201188
799	1.128913076
800	1.128623897
801	1.128336654
802	1.128050768
803	1.127769664
804	1.127456685
805	1.127177018
806	1.126884415
807	1.126617363
808	1.126334706
809	1.126051953
810	1.125762106
811	1.125478867
812	1.125193493
813	1.124918589
814	1.12463369
815	1.124337134
816	1.124071554
817	1.123789891
818	1.123520475
819	1.123251819
820	1.122986868
821	1.1227016
822	1.122417597
823	1.122132548
824	1.121868003
825	1.12159404
826	1.12130377
827	1.121039536
828	1.120757825
829	1.120492128
830	1.120219551
831	1.119942866
832	1.11965513
833	1.119370507
834	1.119104309
835	1.118824714
836	1.118567102
837	1.118288583
838	1.118019633
839	1.117759099
840	1.117479322
841	1.117187285
842	1.116921475
843	1.116645465
844	1.116361817
845	1.116094536
846	1.115821689
847	1.115555532
848	1.115275538
849	1.114991682
850	1.114711823
851	1.114442845
852	1.114160028
853	1.113891724
854	1.1136251
855	1.113354047
856	1.113091545
857	1.112834999
858	1.112566403
859	1.112297646
860	1.112032438
861	1.111773153
862	1.111504334
863	1.111257795
864	1.111006788
865	1.110738155
866	1.110472904
867	1.110219223
868	1.109967507
869	1.109711267
870	1.109444519
871	1.109180409
872	1.108919096
873	1.108662536
874	1.10840396
875	1.108147986
876	1.1078876
877	1.107626681
878	1.107378769
879	1.107130832
880	1.106854106
881	1.106599329
882	1.106341477
883	1.106112457
884	1.105854839
885	1.105619501
886	1.105365723
887	1.105114923
888	1.104867575
889	1.104622213
890	1.104367165
891	1.104116237
892	1.103864066
893	1.103622633
894	1.103381686
895	1.103119524
896	1.1028772
897	1.102654484
898	1.102397636
899	1.102152134
900	1.101901698
901	1.101653066
902	1.101399488
903	1.101156512
904	1.100912116
905	1.100656316
906	1.100403709
907	1.100157974
908	1.099917096
909	1.099686292
910	1.09942499
911	1.099167467
912	1.098916973
913	1.098654019
914	1.098412452
915	1.098157439
916	1.097925088
917	1.097665568
918	1.097420097
919	1.097172881
920	1.096914929
921	1.096672313
922	1.096427399
923	1.096188988
924	1.095948911
925	1.095715374
926	1.095456786
927	1.095198645
928	1.094953619
929	1.094715855
930	1.09446678
931	1.094218802
932	1.09397026
933	1.093717124
934	1.093491344
935	1.093247417
936	1.093007361
937	1.092769807
938	1.092531168
939	1.092285408
940	1.092034052
941	1.09180124
942	1.091558654
943	1.091324923
944	1.09108989
945	1.090862152
946	1.090627192
947	1.090406695
948	1.090182387
949	1.089933103
950	1.089695957
951	1.089475855
952	1.089223393
953	1.089004465
954	1.088773659
955	1.088555203
956	1.088331276
957	1.08811377
958	1.087887336
959	1.087648403
960	1.087424876
961	1.087212125
962	1.086984835
963	1.086751853
964	1.086534035
965	1.086323071
966	1.086089593
967	1.085858483
968	1.085638416
969	1.085413214
970	1.08517786
971	1.084928849
972	1.084695833
973	1.08446192
974	1.084232134
975	1.084006313
976	1.083766614
977	1.083546113
978	1.083314815
979	1.083100341
980	1.082867186
981	1.082630489
982	1.082435603
983	1.082204111
984	1.08197181
985	1.081756495
986	1.081545285
987	1.081324509
988	1.081095271
989	1.080869804
990	1.080652721
991	1.080421093
992	1.080187303
993	1.079975733
994	1.07977775
995	1.079561735
996	1.079340787
997	1.079121881
998	1.078895948
999	1.078690035
1000	1.078476866
1001	1.078250475
1002	1.078029363
1003	1.077812115
1004	1.077585143
1005	1.077362473
1006	1.077145349
1007	1.076931861
1008	1.076716349
1009	1.076498315
1010	1.076283501
1011	1.076064608
1012	1.075836184
1013	1.075622038
1014	1.075410769
1015	1.075207157
1016	1.074986293
1017	1.074771684
1018	1.074549044
1019	1.074337693
1020	1.074135885
1021	1.073934585
1022	1.073743862
1023	1.073525889
1024	1.073305046
1025	1.073084185
1026	1.072872703
1027	1.072658662
1028	1.072469462
1029	1.072258302
1030	1.072044038
1031	1.071846174
1032	1.071641329
1033	1.07142805
1034	1.07121503
1035	1.070987474
1036	1.070779855
1037	1.070558346
1038	1.07034705
1039	1.070140419
1040	1.069939561
1041	1.06974052
1042	1.069529543
1043	1.069320323
1044	1.069104109
1045	1.068893795
1046	1.068696678
1047	1.068478497
1048	1.068268318
1049	1.068065434
1050	1.067856866
1051	1.067656634
1052	1.067453633
1053	1.067248949
1054	1.067040641
1055	1.066818699
1056	1.066628207
1057	1.066421917
1058	1.06621101
1059	1.066008483
1060	1.065803104
1061	1.065599685
1062	1.065385538
1063	1.065179046
1064	1.064978644
1065	1.064766815
1066	1.064568313
1067	1.064372232
1068	1.06416592
1069	1.06396464
1070	1.063747511
1071	1.0635386
1072	1.063336366
1073	1.063132513
1074	1.062925796
1075	1.062724341
1076	1.062513982
1077	1.06231582
1078	1.062092452
1079	1.061899563
1080	1.06170892
1081	1.06152951
1082	1.061323488
1083	1.061120657
1084	1.060931123
1085	1.060726481
1086	1.060542678
1087	1.060347722
1088	1.060148965
1089	1.059956113
1090	1.059759875
1091	1.059547835
1092	1.059356227
1093	1.059158866
1094	1.058963042
1095	1.058759558
1096	1.058567854
1097	1.058371553
1098	1.058193255
1099	1.058004816
1100	1.05779786
1101	1.057606094
1102	1.057407444
1103	1.057222165
1104	1.057030156
1105	1.056840632
1106	1.056650828
1107	1.056451794
1108	1.056261581
1109	1.056067643
1110	1.055888851
1111	1.05571199
1112	1.055536233
1113	1.055341776
1114	1.055143091
1115	1.054964796
1116	1.05477738
1117	1.054588171
1118	1.054410468
1119	1.054213195
1120	1.054045283
1121	1.053852672
1122	1.053663396
1123	1.05348099
1124	1.053282132
1125	1.053101054
1126	1.052923635
1127	1.052738763
1128	1.052557826
1129	1.052388844
1130	1.05219845
1131	1.052006565
1132	1.051831773
1133	1.051646508
1134	1.051456383
1135	1.051273166
1136	1.051075862
1137	1.050899432
1138	1.050705106
1139	1.050517412
1140	1.050349176
1141	1.050159768
1142	1.049967874
1143	1.049788631
1144	1.049610776
1145	1.049433889
1146	1.049257721
1147	1.049073104
1148	1.048891558
1149	1.048716601
1150	1.048533176
1151	1.04835732
1152	1.048184119
1153	1.048003778
1154	1.047829141
1155	1.047649094
1156	1.047489091
1157	1.047310441
1158	1.047135963
1159	1.046978327
1160	1.046787386
1161	1.046610484
1162	1.046433661
1163	1.046267457
1164	1.046090169
1165	1.045919098
1166	1.045733006
1167	1.045556007
1168	1.045388585
1169	1.045208368
1170	1.045023706
1171	1.044850475
1172	1.044670314
1173	1.04448725
1174	1.044310844
1175	1.044129745
1176	1.043953601
1177	1.043786992
1178	1.043613335
1179	1.043436474
1180	1.043258849
1181	1.04308366
1182	1.042908419
1183	1.042743432
1184	1.042560017
1185	1.042361404
1186	1.042178646
1187	1.042003444
1188	1.041841301
1189	1.041667112
1190	1.041500849
1191	1.041319907
1192	1.041136874
1193	1.040964559
1194	1.040783599
1195	1.040612555
1196	1.040426802
1197	1.040260371
1198	1.040094811
1199	1.039894521
1200	1.039695208
1201	1.039513159
1202	1.039345417
1203	1.039173527
1204	1.039004257
1205	1.038828079
1206	1.038657625
1207	1.038485085
1208	1.038317498
1209	1.038138073
1210	1.037966818
1211	1.037783696
1212	1.037608259
1213	1.0374264
1214	1.037244955
1215	1.037061769
1216	1.036880791
1217	1.036711923
1218	1.036514695
1219	1.036318605
1220	1.036125608
1221	1.035943429
1222	1.035767047
1223	1.03560463
1224	1.035444101
1225	1.035273541
1226	1.035098487
1227	1.034924289
1228	1.034752099
1229	1.034574124
1230	1.034417156
1231	1.034256589
1232	1.03408215
1233	1.033903067
1234	1.03372709
1235	1.033568908
1236	1.033404725
1237	1.033248991
1238	1.033079462
1239	1.032904959
1240	1.032732873
1241	1.032563867
1242	1.032387113
1243	1.032221925
1244	1.032043278
1245	1.031907805
1246	1.031729278
1247	1.03154908
1248	1.03139158
1249	1.031219496
1250	1.03106879
1251	1.030905532
1252	1.030745097
1253	1.030575764
1254	1.030417612
1255	1.030252633
1256	1.030096254
1257	1.029935014
1258	1.02974946
1259	1.02958697
1260	1.029447956
1261	1.029272875
1262	1.029100857
1263	1.028937795
1264	1.028779633
1265	1.028630913
1266	1.028497081
1267	1.028338071
1268	1.028174917
1269	1.028005566
1270	1.027840371
1271	1.027679711
1272	1.027538793
1273	1.027372889
1274	1.027216826
1275	1.027080907
1276	1.026919283
1277	1.02675699
1278	1.02658717
1279	1.026437768
1280	1.026279985
1281	1.026123326
1282	1.025963857
1283	1.025799711
1284	1.025631074
1285	1.02545816
1286	1.025302754
1287	1.025147968
1288	1.024992633
1289	1.024822321
1290	1.02467018
1291	1.024515685
1292	1.024361221
1293	1.024207399
1294	1.024045646
1295	1.023883731
1296	1.023722179
1297	1.023563677
1298	1.023402196
1299	1.023249354
1300	1.023091156
1301	1.022941106
1302	1.022786975
1303	1.02262156
1304	1.022470089
1305	1.022316963
1306	1.022149287
1307	1.021996046
1308	1.021830075
1309	1.021666054
1310	1.021517297
1311	1.02136239
1312	1.021213072
1313	1.021060907
1314	1.020895599
1315	1.020735299
1316	1.020580457
1317	1.02043861
1318	1.02028135
1319	1.020129354
1320	1.019978348
1321	1.019824529
1322	1.019656968
1323	1.01950591
1324	1.019343035
1325	1.019193909
1326	1.019037435
1327	1.018891989
1328	1.018764134
1329	1.018622662
1330	1.018469253
1331	1.018316366
1332	1.018145997
1333	1.017990282
1334	1.017831494
1335	1.017693946
1336	1.017526538
1337	1.017383562
1338	1.017240581
1339	1.017086711
1340	1.016960411
1341	1.016806634
1342	1.016652532
1343	1.016519496
1344	1.016358844
1345	1.016192338
1346	1.016035789
1347	1.015868499
1348	1.015719461
1349	1.015579013
1350	1.015415506
1351	1.015270313
1352	1.015111093
1353	1.01495955
1354	1.014815775
1355	1.014673452
1356	1.014526761
1357	1.014385668
1358	1.014251261
1359	1.014087724
1360	1.013928945
1361	1.013789327
1362	1.013676135
1363	1.01352962
1364	1.013397363
1365	1.013236358
1366	1.013080314
1367	1.012908001
1368	1.012761087
1369	1.01261018
1370	1.012472624
1371	1.012326152
1372	1.012178994
1373	1.012027934
1374	1.011891391
1375	1.011744788
1376	1.011598832
1377	1.011454675
1378	1.011311757
1379	1.011164789
1380	1.011005172
1381	1.010864225
1382	1.010720899
1383	1.010579876
1384	1.010439894
1385	1.010299169
1386	1.010166231
1387	1.010011344
1388	1.009856631
1389	1.009714283
1390	1.009567858
1391	1.009424899
1392	1.009272568
1393	1.009128326
1394	1.008995373
1395	1.008846937
1396	1.008699407
1397	1.008548913
1398	1.008409129
1399	1.008291477
1400	1.008154197
1401	1.008005049
1402	1.007868546
1403	1.00772522
1404	1.007586745
1405	1.007452074
1406	1.007310931
1407	1.007164206
1408	1.00702045
1409	1.006889741
1410	1.006756047
1411	1.006612667
1412	1.006459623
1413	1.006317211
1414	1.00617622
1415	1.006037484
1416	1.005899183
1417	1.005757946
1418	1.005611957
1419	1.005473848
1420	1.005321574
1421	1.005182029
1422	1.005048261
1423	1.004927637
1424	1.004785125
1425	1.004647813
1426	1.004512081
1427	1.004375965
1428	1.004232475
1429	1.004093282
1430	1.003965155
1431	1.003827562
1432	1.003683244
1433	1.003561453
1434	1.003411756
1435	1.003277536
1436	1.003124215
1437	1.002987337
1438	1.002848167
1439	1.002705917
1440	1.002565773
1441	1.002434625
1442	1.002300123
1443	1.002153396
1444	1.002016289
1445	1.001882106
1446	1.001752381
1447	1.001611277
1448	1.001488289
1449	1.001356245
1450	1.001230063
1451	1.001081936
1452	1.00094926
1453	1.000817963
1454	1.000687408
1455	1.000545908
1456	1.000409893
1457	1.000279872
1458	1.000152619
1459	1.000023096
1460	0.9998918442
1461	0.9997702872
1462	0.9996259028
1463	0.999503874
1464	0.9993919093
1465	0.9992695174
1466	0.999139105
1467	0.9990097016
1468	0.9988820673
1469	0.998756547
1470	0.9986309661
1471	0.9985147136
1472	0.9983844273
1473	0.9982603362
1474	0.9981312615
1475	0.9980026097
1476	0.9978658569
1477	0.9977326011
1478	0.9976063071
1479	0.9974914454
1480	0.9973686773
1481	0.9972492239
1482	0.9971215881
1483	0.9969940333
1484	0.9968673607
1485	0.996729069
1486	0.9965926615
1487	0.9964599565
1488	0.9963269451
1489	0.9962121223
1490	0.9960975667
1491	0.9959688024
1492	0.9958307027
1493	0.995706019
1494	0.9955852498
1495	0.99546262
1496	0.9953287413
1497	0.9952097772
1498	0.9950848495
1499	0.9949656096
1500	0.9948280591
1501	0.9947067112
1502	0.994574618
1503	0.9944639354
1504	0.9943386396
1505	0.9942062014
1506	0.9940843164
1507	0.9939730769
1508	0.9938490523
1509	0.9937172477
1510	0.9935986459
1511	0.9934806949
1512	0.9933554459
1513	0.9932286248
1514	0.9931047526
1515	0.9929741248
1516	0.9928411582
1517	0.9927286734
1518	0.9925929705
1519	0.9924857455
1520	0.9923477372
1521	0.9922228844
1522	0.9921143382
1523	0.9919894368
1524	0.9918530613
1525	0.9917307919
1526	0.9916107354
1527	0.9914750774
1528	0.9913620795
1529	0.99124198
1530	0.9911213512
1531	0.9909994073
1532	0.9908739641
1533	0.9907456901
1534	0.9906333658
1535	0.9905226417
1536	0.9903952117
1537	0.9902796666
1538	0.9901489682
1539	0.990022323
1540	0.9898946144
1541	0.9897745191
1542	0.9896562497
1543	0.9895337006
1544	0.9893946679
1545	0.9892737927
1546	0.9891515106
1547	0.9890153703
1548	0.9888999619
1549	0.9887787095
1550	0.9886570726
1551	0.9885424456
1552	0.9884298094
1553	0.9883165553
1554	0.9882008214
1555	0.988081941
1556	0.9879547001
1557	0.9878399455
1558	0.9877194168
1559	0.9876071318
1560	0.9874960377
1561	0.9873782871
1562	0.9872739871
1563	0.9871595662
1564	0.987046309
1565	0.9869218444
1566	0.9867976543
1567	0.9866741251
1568	0.9865575531
1569	0.9864520172
1570	0.9863419803
1571	0.9862163526
1572	0.9860995459
1573	0.9859783316
1574	0.9858644062
1575	0.9857385505
1576	0.9856207551
1577	0.9854986854
1578	0.9853675644
1579	0.9852593569
1580	0.9851419306
1581	0.9850253931
1582	0.9848945571
1583	0.9847662421
1584	0.9846533941
1585	0.9845287362
1586	0.9844204798
1587	0.9843158217
1588	0.9841973174
1589	0.9840705534
1590	0.9839520416
1591	0.9838433724
1592	0.9837379754
1593	0.9836279963
1594	0.9835131988
1595	0.9833976855
1596	0.9832848313
1597	0.9831788285
1598	0.9830798132
1599	0.982973559
1600	0.9828689758
1601	0.9827582917
1602	0.9826463222
1603	0.982549883
1604	0.982427874
1605	0.9823172304
1606	0.9822112185
1607	0.9821048642
1608	0.9819802131
1609	0.9818704533
1610	0.9817647638
1611	0.9816569575
1612	0.9815542448
1613	0.9814376764
1614	0.9813383591
1615	0.9812264158
1616	0.9811178257
1617	0.9810019351
1618	0.9808928265
1619	0.9807791322
1620	0.980673993
1621	0.9805554331
1622	0.9804533324
1623	0.98033912
1624	0.9802434469
1625	0.9801211634
1626	0.9800165019
1627	0.979889159
1628	0.9797918409
1629	0.9796682246
1630	0.9795653016
1631	0.9794612477
1632	0.9793579278
1633	0.9792398571
1634	0.979114852
1635	0.9790207928
1636	0.9789134165
1637	0.9787991687
1638	0.9786963234
1639	0.9785878204
1640	0.9784643749
1641	0.9783666276
1642	0.9782645279
1643	0.9781588367
1644	0.9780573592
1645	0.9779642156
